question,answer,contexts,ground_truth,faithfulness,answer_relevancy,context_precision,context_recall,context_entity_recall,context_relevancy,answer_similarity,answer_correctness,,,,,,,,,,,
What is the name of the attack pattern that involves modifying controller tasking?,"1. T1089 - File and Directory Discovery (Partial) - As the attacker discovers the tasking structure in the controller, they are modifying the file and directory structure to alter the task associations.
        2. T1087 - PowerShell - If the controller supports PowerShell, the attacker may use PowerShell to modify the tasking (e.g., creating, deleting, or modifying task associations).
        3. T","['[\'execution flow of a controller. Modification of controller tasking can be accomplished using a Program Download in addition to other types of program modification such as online edit and program append.\\\\n\\\\nTasks have properties\', \'such as interval\', \'frequency and priority to meet the requirements of program execution. Some controller vendors implement tasks with implicit\', \'pre-defined properties whereas others allow for these properties to be formulated explicitly. An adversary may associate their ""description"": ""Adversaries may modify the tasking of a controller to allow for the execution of their own programs. This can allow an adversary to manipulate the execution flow and behavior of a controller. \\\\n\\\\nAccording to 61131-3\', \'the association of a Task with a Program Organization Unit (POU) defines a task association. (Citation: IEC February 2013) An adversary may modify these associations or create new ones to manipulate the execution flow of a controller. Modification of contained in Program Organization Units (POU)  (Citation: IEC February 2013) and similar programming elements found on controllers. This can include\', \'for example\', \'adding new functions to a controller\', \'modifying the logic in existing functions and making new calls from one function to another. \\\\n\\\\nSome programs may allow an adversary to interact directly with the native API of the controller to take advantage of obscure features or vulnerabilities."",\']']",Modify Controller Tasking,0,0.845573874670915,0.9999999999,1,0,0.153846153846153,0.79183899436749,0.197959748591872,,,,,,,,,,,
What is the description of the 'Modify Controller Tasking' attack pattern?,"Modify Controller Tasking is an attack pattern where adversaries manipulate the tasking of a controller to allow for the execution of their own programs, thereby enabling them to control the execution flow and behavior of the controller. This can be achieved through various methods such as Program Download, Online Edit, or Program Append. The adversary may also modify or create new associations of a task with a Program Organization Unit (POU) to manipulate the execution flow of the controller. Importantly, this attack","['[\'""description"": ""Adversaries may modify the tasking of a controller to allow for the execution of their own programs. This can allow an adversary to manipulate the execution flow and behavior of a controller. \\\\n\\\\nAccording to 61131-3\', \'the association of a Task with a Program Organization Unit (POU) defines a task association. (Citation: IEC February 2013) An adversary may modify these associations or create new ones to manipulate the execution flow of a controller. Modification of execution flow of a controller. Modification of controller tasking can be accomplished using a Program Download in addition to other types of program modification such as online edit and program append.\\\\n\\\\nTasks have properties\', \'such as interval\', \'frequency and priority to meet the requirements of program execution. Some controller vendors implement tasks with implicit\', \'pre-defined properties whereas others allow for these properties to be formulated explicitly. An adversary may associate their ""description"": ""The adversary is trying to manipulate\', \'disable\', \'or damage physical control processes.\\\\n\\\\nImpair Process Control consists of techniques that adversaries use to disrupt control logic and cause determinantal effects to processes being controlled in the target environment. Targets of interest may include active procedures or parameters that manipulate the physical environment. These techniques can also include prevention or manipulation of reporting elements and control\']']",Adversaries may modify the tasking of a controller to allow for the execution of their own programs.,1,0.927897469462917,0.9999999999,0.4,0,0.23076923076923,0.895785243840243,0.769400856414606,,,,,,,,,,,
Which kill chain phase does the 'Modify Controller Tasking' attack pattern belong to?,"Based on the provided ICS dataset, the 'Modify Controller Tasking' attack pattern can be found in the ""impair-process-control"" phase of the MITRE ICS Attack Kill Chain (version 3.1.0). This pattern is used to alter the controller's tasking, which may disrupt the normal operation of the industrial control system.","['[\'""name"": ""Detect Program State"",\\n            ""description"": ""Adversaries may seek to gather information about the current state of a program on a PLC. State information reveals information about the program\', ""including whether it\'s running"", \'halted\', \'stopped\', \'or has generated an exception. This information may be leveraged as a verification of malicious program execution or to determine if a PLC is ready to download a new program."",\\n            ""kill_chain_phases"": [\\n                { ""kill_chain_phases"": [\\n                {\\n                    ""kill_chain_name"": ""mitre-ics-attack"",\\n                    ""phase_name"": ""persistence""\\n                },\\n                {\\n                    ""kill_chain_name"": ""mitre-ics-attack"",\\n                    ""phase_name"": ""inhibit-response-function""\\n                }\\n            ],\\n            ""x_mitre_attack_spec_version"": ""2.1.0"",\\n            ""x_mitre_deprecated"": false,\\n            ""x_mitre_detection"": """"\', \'""kill_chain_phases"": [\\n                {\\n                    ""kill_chain_name"": ""mitre-ics-attack"",\\n                    ""phase_name"": ""persistence""\\n                },\\n                {\\n                    ""kill_chain_name"": ""mitre-ics-attack"",\\n                    ""phase_name"": ""impair-process-control""\\n                }\\n            ],\\n            ""x_mitre_attack_spec_version"": ""3.1.0"",\\n            ""x_mitre_deprecated"": false,\\n            ""x_mitre_detection"": """",\']']",Execution,0.333333333333333,0.93169899622343,0.9999999999,0,0,1,0.762214505760897,0.190553626440224,,,,,,,,,,,
What is the external ID for the 'Modify Controller Tasking' attack pattern?,"The external ID for the 'Modify Controller Tasking' attack pattern is ""T0812"".","['[\'""external_id"": ""T0886""\\n                },\\n                {\\n                    ""source_name"": ""Blake Johnson\', \'Dan Caban\', \'Marina Krotofil\', \'Dan Scali\', \'Nathan Brubaker\', \'Christopher Glyer December 2017"",\\n                    ""description"": ""Blake Johnson\', \'Dan Caban\', \'Marina Krotofil\', \'Dan Scali\', \'Nathan Brubaker\', \'Christopher Glyer 2017\', \'December 14 Attackers Deploy New ICS Attack Framework TRITON and Cause Operational Disruption to Critical Infrastructure Retrieved. 2018/01/12 ""\', \'""description"": ""Adversaries may modify the tasking of a controller to allow for the execution of their own programs. This can allow an adversary to manipulate the execution flow and behavior of a controller. \\\\n\\\\nAccording to 61131-3\', \'the association of a Task with a Program Organization Unit (POU) defines a task association. (Citation: IEC February 2013) An adversary may modify these associations or create new ones to manipulate the execution flow of a controller. Modification of ""external_id"": ""T0812""\\n                },\\n                {\\n                    ""source_name"": ""Keith Stouffer May 2015"",\\n                    ""description"": ""Keith Stouffer 2015\', \'May Guide to Industrial Control Systems (ICS) Security Retrieved. 2018/03/28 "",\\n                    ""url"": ""https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-82r2.pdf""\\n                }\\n            ],\\n            ""object_marking_refs"": \']']",T0821,1,1,0.9999999999,1,0,0.166666666666666,0.830756572952788,0.207689143238197,,,,,,,,,,,
Which data sources are associated with the 'Modify Controller Tasking' attack pattern?,"1. Engineering and asset management software maintaining copies of controller programs and recording changes made to them.
        2. Data from platforms that can record the association of a Task with a Program Organization Unit (POU) in a controller.
        3. Program Download, Online Edit, and Program Append processes, which are other types of program modification methods.
        4. Task properties such as interval, frequency, and priority, which can be employed to manipulate the execution flow of a controller.""","['[\'""description"": ""Engineering and asset management software will often maintain a copy of the expected program loaded on a controller and may also record any changes made to controller programs and tasks. Data from these platforms can be used to identify modified controller tasking."",\\n            ""relationship_type"": ""detects"",\\n            ""source_ref"": ""x-mitre-data-component--8ed4e6d0-56d7-4e6b-8fa6-41f41631f30d""\', \'""description"": ""Adversaries may modify the tasking of a controller to allow for the execution of their own programs. This can allow an adversary to manipulate the execution flow and behavior of a controller. \\\\n\\\\nAccording to 61131-3\', \'the association of a Task with a Program Organization Unit (POU) defines a task association. (Citation: IEC February 2013) An adversary may modify these associations or create new ones to manipulate the execution flow of a controller. Modification of execution flow of a controller. Modification of controller tasking can be accomplished using a Program Download in addition to other types of program modification such as online edit and program append.\\\\n\\\\nTasks have properties\', \'such as interval\', \'frequency and priority to meet the requirements of program execution. Some controller vendors implement tasks with implicit\', \'pre-defined properties whereas others allow for these properties to be formulated explicitly. An adversary may associate their\']']","Application Log: Application Log Content, Operational Databases: Device Alarm, Asset: Software",1,0.769892723671845,0.9999999999,0,0,0.1,0.767991072290062,0.191997768072515,,,,,,,,,,,
What is the name of the attack pattern that involves wireless sniffing?,"1. Based on the dataset, the name of the attack pattern that involves wireless sniffing is not explicitly stated. However, the technique described appears to align with the MITRE ATT&CK technique ""Wireless Access Point Discovery"" (T1077) or ""Wireless Score Based Client Handler"" (T1078).
        2. Both of these techniques involve the discovery or manipulation of wireless access points, which can potentially lead to network sniff","['[\'MITRE). The adversary can also use [Network Sniffing](https://attack.mitre.org/techniques/T0842) to watch network traffic for details about the source\', \'destination\', \'protocol\', \'and content.""\', \'""description"": ""Network sniffing is the practice of using a network interface on a computer system to monitor or capture information (Citation: Enterprise ATT&CK January 2018) regardless of whether it is the specified destination for the information. \\\\n\\\\nAn adversary may attempt to sniff the traffic to gain information about the target. This information can vary in the level of importance. Relatively unimportant information is general communications to and from machines.  Relatively ""description"": ""Adversaries may perform wireless compromise as a method of gaining communications and unauthorized access to a wireless network. Access to a wireless network may be gained through the compromise of a wireless device. (Citation: Alexander Bolshev\', \'Gleb Cherbov July 2014) (Citation: Alexander Bolshev March 2014) Adversaries may also utilize radios and other wireless communication devices on the same frequency as the wireless network. Wireless compromise can be done as\']']",Wireless Sniffing,0.5,0,0.9999999999,1,0,0.111111111111111,0.835624374186991,0.208921992693344,,,,,,,,,,,
What is the description of the 'Wireless Sniffing' attack pattern?,"In ICS, Wireless Sniffing is a technique where an adversary monitors or captures information transmitted over a wireless network, regardless of whether it is the intended destination for the information. This can provide the adversary with information about the target, ranging from general communications to sensitive details. Wireless signals often propagate beyond organizational boundaries, increasing the opportunity for adversaries to monitor or gain unauthorized access to the wireless network. To mitigate this threat, organizations should implement measures","['[\'""description"": ""Network sniffing is the practice of using a network interface on a computer system to monitor or capture information (Citation: Enterprise ATT&CK January 2018) regardless of whether it is the specified destination for the information. \\\\n\\\\nAn adversary may attempt to sniff the traffic to gain information about the target. This information can vary in the level of importance. Relatively unimportant information is general communications to and from machines.  Relatively ""description"": ""Wireless signals frequently propagate outside of organizational boundaries\', \'which provide opportunities for adversaries to monitor or gain unauthorized access to the wireless network. (Citation: CISA March 2010) To minimize this threat\', \'organizations should implement measures to detect\', \'understand\', \'and reduce unnecessary RF propagation. (Citation: DHS  National Urban Security Technology Laboratory April 2019)"",\\n            ""labels"": [ ""description"": ""Adversaries may perform wireless compromise as a method of gaining communications and unauthorized access to a wireless network. Access to a wireless network may be gained through the compromise of a wireless device. (Citation: Alexander Bolshev\', \'Gleb Cherbov July 2014) (Citation: Alexander Bolshev March 2014) Adversaries may also utilize radios and other wireless communication devices on the same frequency as the wireless network. Wireless compromise can be done as\']']",Adversaries may seek to capture radio frequency (RF) communication used for remote control and reporting in distributed environments.,0.666666666666666,0.881944233901451,0.9999999999,0,0.1999999996,0.4,0.850731717113551,0.212697501003239,,,,,,,,,,,
Which kill chain phases does the 'Wireless Sniffing' attack pattern belong to?,"1. 'Wireless Sniffing' is not explicitly mentioned in the provided datasets. However, it can be associated with the 'Evasion' phase in ICS attack chains as it may involve obfuscating or disguising data to evade detection.
        2. Additionally, 'Wireless Sniffing' can also be linked to the 'Lateral Movement' phase, as it could be used to gather information to facilitate the movement of attackers within the ICS","['[\'""kill_chain_phases"": [\\n                {\\n                    ""kill_chain_name"": ""mitre-ics-attack"",\\n                    ""phase_name"": ""persistence""\\n                },\\n                {\\n                    ""kill_chain_name"": ""mitre-ics-attack"",\\n                    ""phase_name"": ""inhibit-response-function""\\n                }\\n            ],\\n            ""x_mitre_attack_spec_version"": ""2.1.0"",\\n            ""x_mitre_deprecated"": false,\\n            ""x_mitre_detection"": """"\', \'""kill_chain_phases"": [\\n                {\\n                    ""kill_chain_name"": ""mitre-ics-attack"",\\n                    ""phase_name"": ""evasion""\\n                },\\n                {\\n                    ""kill_chain_name"": ""mitre-ics-attack"",\\n                    ""phase_name"": ""inhibit-response-function""\\n                }\\n            ],\\n            ""x_mitre_attack_spec_version"": ""3.1.0"",\\n            ""x_mitre_deprecated"": false,\\n            ""x_mitre_detection"": """"\', \'""kill_chain_phases"": [\\n                {\\n                    ""kill_chain_name"": ""mitre-ics-attack"",\\n                    ""phase_name"": ""persistence""\\n                },\\n                {\\n                    ""kill_chain_name"": ""mitre-ics-attack"",\\n                    ""phase_name"": ""lateral-movement""\\n                }\\n            ],\\n            ""x_mitre_attack_spec_version"": ""2.1.0"",\\n            ""x_mitre_deprecated"": false,\\n            ""x_mitre_detection"": """",\']']","Discovery, Collection",0,0,0.9999999999,0,0,1,0.717308682704675,0.179327170676168,,,,,,,,,,,
What is the external ID for the 'Wireless Sniffing' attack pattern?,"The external ID for the 'Wireless Sniffing' attack pattern is T0842, as found in the provided dataset. The source for this data is the Mitre ATT&CK Tactics, Techniques, and Procedures for Industrial Control Systems (ICS) from March 2007.","['[\'""description"": ""Tomko\', \'A.; Rieser\', \'C; Buell\', \'H.; Zeret\', \'D.; Turner\', \'W.. (2007\', \'March). Wireless Intrusion Detection. Retrieved September 26\', \'2022."",\\n                    ""url"": ""https://apps.dtic.mil/sti/pdfs/ADA466332.pdf""\\n                }\\n            ],\\n            ""object_marking_refs"": [\\n                ""marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168""\\n            ],\\n            ""modified"": ""2022-09-26T18:57:13.322Z""\', \'""external_id"": ""T0842""\\n                },\\n                {\\n                    ""source_name"": ""Enterprise ATT&CK January 2018"",\\n                    ""description"": ""Enterprise ATT&CK 2018\', \'January 11 Network Sniffing Retrieved. 2018/05/17 "",\\n                    ""url"": ""https://attack.mitre.org/wiki/Technique/T1040""\\n                }\\n            ],\\n            ""object_marking_refs"": [\\n                ""marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168""\\n            ]\', \'""external_id"": ""S1008"",\\n                    ""url"": ""https://collaborate.mitre.org/attackics/index.php/Software/S0010""\\n                },\\n                {\\n                    ""source_name"": ""Wired W32.Stuxnet Dossier Feb 2011"",\\n                    ""description"": ""Nicolas Falliere\', \'Liam O Murchu\', \'Eric Chien. (2011\', \'February). W32.Stuxnet Dossier (Version 1.4). Retrieved September 22\', \'2017."",\']']",T0887,0,1,0,0.5,0,1,0.7901062144745,0.19752707574097,,,,,,,,,,,
Which data sources are associated with the 'Wireless Sniffing' attack pattern?,"1. Network Sniffing
        2. Unauthorized Access to Wireless Network
        3. Unnecessary RF Propagation
    ],
    ""id"": ""T1041.001""
}

""description"": ""Data exfiltration is the process of transferring sensitive data from an internal network to an external system. (Citation: Defense Advanced Research Projects Agency March 2016) Such data can include Personally Identifiable","['[\'MITRE). The adversary can also use [Network Sniffing](https://attack.mitre.org/techniques/T0842) to watch network traffic for details about the source\', \'destination\', \'protocol\', \'and content.""\', \'""description"": ""Network sniffing is the practice of using a network interface on a computer system to monitor or capture information (Citation: Enterprise ATT&CK January 2018) regardless of whether it is the specified destination for the information. \\\\n\\\\nAn adversary may attempt to sniff the traffic to gain information about the target. This information can vary in the level of importance. Relatively unimportant information is general communications to and from machines.  Relatively ""description"": ""Wireless signals frequently propagate outside of organizational boundaries\', \'which provide opportunities for adversaries to monitor or gain unauthorized access to the wireless network. (Citation: CISA March 2010) To minimize this threat\', \'organizations should implement measures to detect\', \'understand\', \'and reduce unnecessary RF propagation. (Citation: DHS  National Urban Security Technology Laboratory April 2019)"",\\n            ""labels"": \']']",Network Traffic: Network Traffic Flow,0,0.830422927210306,0.9999999999,0,0,0.166666666666666,0.778126327548501,0.194531581887125,,,,,,,,,,,
What is the name of the attack pattern that involves loss of view?,"The attack pattern in Industrial Control Systems (ICS) that involves a ""Sustained or permanent loss of view"" where the ICS equipment requires local, hands-on operator intervention, and the adversary can effectively hide the present state of operations, is named as ""Sustained Loss of View"" or ""Loss of Visibility."" This attack pattern is used to disrupt the normal functioning of ICS, and operators might be misled into performing harmful actions due to manipulated information reported back","['[\'""description"": ""Adversaries may cause a sustained or permanent loss of view where the ICS equipment will require local\', \'hands-on operator intervention; for instance\', \'a restart or manual operation. By causing a sustained reporting or visibility loss\', \'the adversary can effectively hide the present state of operations. This loss of view can occur without affecting the physical processes themselves. (Citation: Corero) (Citation: Michael J. Assante and Robert M. Lee) (Citation: Tyson ""description"": ""Adversaries may cause damage and destruction of property to infrastructure\', \'equipment\', \'and the surrounding environment when attacking control systems. This technique may result in device and operational equipment breakdown\', \'or represent tangential damage from other techniques used in an attack. Depending on the severity of physical damage and disruption caused to control processes and systems\', \'this technique may result in [Loss of ""description"": ""Adversaries may attempt to manipulate the information reported back to operators or controllers. This manipulation may be short term or sustained. During this time the process itself could be in a much different state than what is reported. (Citation: Corero) (Citation: Michael J. Assante and Robert M. Lee) (Citation: Tyson Macaulay) \\\\n\\\\nOperators may be fooled into doing something that is harmful to the system in a loss of view situation. With a manipulated view\']']",Loss of View,0.666666666666666,0.909024161733563,0.9999999999,1,0,0.142857142857142,0.835091670709138,0.208772917677284,,,,,,,,,,,
What is the description of the 'Loss of View' attack pattern?,"The 'Loss of View' attack pattern in industrial control systems (ICS) involves adversaries causing a sustained or permanent loss of visibility of the ICS equipment, requiring local, hands-on operator intervention for a restart or manual operation. This loss of view does not affect the physical processes themselves, but it can effectively hide the present state of operations. Additionally, adversaries may manipulate the information reported back to operators or controllers for a short or sustained time, potentially deceiving operators into performing","['[\'""description"": ""Adversaries may cause a sustained or permanent loss of view where the ICS equipment will require local\', \'hands-on operator intervention; for instance\', \'a restart or manual operation. By causing a sustained reporting or visibility loss\', \'the adversary can effectively hide the present state of operations. This loss of view can occur without affecting the physical processes themselves. (Citation: Corero) (Citation: Michael J. Assante and Robert M. Lee) (Citation: Tyson ""description"": ""Adversaries may attempt to manipulate the information reported back to operators or controllers. This manipulation may be short term or sustained. During this time the process itself could be in a much different state than what is reported. (Citation: Corero) (Citation: Michael J. Assante and Robert M. Lee) (Citation: Tyson Macaulay) \\\\n\\\\nOperators may be fooled into doing something that is harmful to the system in a loss of view situation. With a manipulated view ""description"": ""Adversaries may cause damage and destruction of property to infrastructure\', \'equipment\', \'and the surrounding environment when attacking control systems. This technique may result in device and operational equipment breakdown\', \'or represent tangential damage from other techniques used in an attack. Depending on the severity of physical damage and disruption caused to control processes and systems\', \'this technique may result in [Loss of\']']","Adversaries may cause a sustained or permanent loss of view where the ICS equipment will require local, hands-on operator intervention.",1,0.932670076606697,0.9999999999,0.333333333333333,0.4999999975,0.428571428571428,0.902120613432871,0.600522894328775,,,,,,,,,,,
Which kill chain phase does the 'Loss of View' attack pattern belong to?,"The 'Loss of View' attack pattern can be associated with the ""lateral-movement"" kill chain phase, as it involves an attacker moving laterally within a network or system to evade detection and gain further access to resources. However, it's important to note that the exact mapping might vary depending on the specific attack scenario and the ICS context. The provided examples highlight the initial-access, persistence, lateral-movement, and inhibit-response-","['[\'""kill_chain_phases"": [\\n                {\\n                    ""kill_chain_name"": ""mitre-ics-attack"",\\n                    ""phase_name"": ""persistence""\\n                },\\n                {\\n                    ""kill_chain_name"": ""mitre-ics-attack"",\\n                    ""phase_name"": ""lateral-movement""\\n                }\\n            ],\\n            ""x_mitre_attack_spec_version"": ""2.1.0"",\\n            ""x_mitre_deprecated"": false,\\n            ""x_mitre_detection"": """"\', \'""kill_chain_phases"": [\\n                {\\n                    ""kill_chain_name"": ""mitre-ics-attack"",\\n                    ""phase_name"": ""initial-access""\\n                },\\n                {\\n                    ""kill_chain_name"": ""mitre-ics-attack"",\\n                    ""phase_name"": ""lateral-movement""\\n                }\\n            ],\\n            ""x_mitre_attack_spec_version"": ""2.1.0"",\\n            ""x_mitre_deprecated"": false,\\n            ""x_mitre_detection"": """"\', \'""kill_chain_phases"": [\\n                {\\n                    ""kill_chain_name"": ""mitre-ics-attack"",\\n                    ""phase_name"": ""persistence""\\n                },\\n                {\\n                    ""kill_chain_name"": ""mitre-ics-attack"",\\n                    ""phase_name"": ""inhibit-response-function""\\n                }\\n            ],\\n            ""x_mitre_attack_spec_version"": ""2.1.0"",\\n            ""x_mitre_deprecated"": false,\\n            ""x_mitre_detection"": """",\']']",Impact,0,0.974970791260132,0.9999999999,0,0,1,0.777696323485025,0.194420747201433,,,,,,,,,,,
What is the external ID for the 'Loss of View' attack pattern?,"The external ID for the 'Loss of View' attack pattern is T0886, according to the provided ICS dataset. This attack pattern is used in various ICS threat tactics and techniques, such as in the Maroochy Water Breach case where an investigator was temporarily shut out of the network.","['[\'""external_id"": ""T0886""\\n                },\\n                {\\n                    ""source_name"": ""Blake Johnson\', \'Dan Caban\', \'Marina Krotofil\', \'Dan Scali\', \'Nathan Brubaker\', \'Christopher Glyer December 2017"",\\n                    ""description"": ""Blake Johnson\', \'Dan Caban\', \'Marina Krotofil\', \'Dan Scali\', \'Nathan Brubaker\', \'Christopher Glyer 2017\', \'December 14 Attackers Deploy New ICS Attack Framework TRITON and Cause Operational Disruption to Critical Infrastructure Retrieved. 2018/01/12 ""\', \'""url"": ""https://attack.mitre.org/techniques/T0860"",\\n                    ""external_id"": ""T0860""\\n                },\\n                {\\n                    ""source_name"": ""Alexander Bolshev March 2014"",\\n                    ""description"": ""Alexander Bolshev 2014\', \'March 11 S4x14: HART As An Attack Vector Retrieved. 2020/01/05 "",\\n                    ""url"": ""https://www.slideshare.net/dgpeters/17-bolshev-1-13""\\n                },\\n                { ""description"": ""In the [Maroochy Water Breach](https://attack.mitre.org/campaigns/C0020)\', \'the adversary temporarily shut an investigator out of the network\', \'preventing them from viewing the state of the system.(Citation: Marshall Abrams July 2008)"",\\n            ""relationship_type"": ""uses"",\\n            ""source_ref"": ""campaign--70cab19e-1745-425e-b3db-c02cd5ff157a"",\\n            ""target_ref"": ""attack-pattern--56ddc820-6cfb-407f-850b-52c035d123ac"",\']']",T0829,0.25,0.982839484466404,0.9999999999,0,0,1,0.804247866124182,0.201047157371289,,,,,,,,,,,
Which external references are associated with the 'Loss of View' attack pattern?,"1. Keith Stouffer May 2015
        2. FireEye TRITON Dec 2017","['[\'""source_ref"": ""course-of-action--52c7a1a9-3a78-4528-a44f-cd7b0fa3541a"",\\n            ""target_ref"": ""attack-pattern--2fedbe69-581f-447d-8a78-32ee7db939a9"",\\n            ""external_references"": [\\n                {\\n                    ""source_name"": ""D. Parsons and D. Wylie September 2019""\', \'""external_references"": [\\n                {\\n                    ""source_name"": ""Keith Stouffer May 2015"",\\n                    ""description"": ""Keith Stouffer 2015\', \'May Guide to Industrial Control Systems (ICS) Security Retrieved. 2018/03/28 "",\\n                    ""url"": ""https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-82r2.pdf""\\n                }\\n            ],\\n            ""x_mitre_attack_spec_version"": ""2.1.0""\', \'""external_references"": [\\n                {\\n                    ""source_name"": ""FireEye TRITON Dec 2017"",\\n                    ""description"": ""Blake Johnson\', \'Dan Caban\', \'Marina Krotofil\', \'Dan Scali\', \'Nathan Brubaker\', \'Christopher Glyer. (2017\', \'December 14). Attackers Deploy New ICS Attack Framework \\\\u201cTRITON\\\\u201d and Cause Operational Disruption to Critical Infrastructure. Retrieved January 12\', \'2018."",\']']","Corero, Michael J. Assante and Robert M. Lee, Tyson Macaulay",0,0.764681408133609,0.9999999999,0,0,0.25,0.767319441648831,0.191829860412207,,,,,,,,,,,
What is the name of the attack pattern that involves activating firmware update mode?,"1. Tactic: Initial Access
        2. Technique: Defense Evasion [TA0005]: Disable or Modify System Services
        3. Sub-Technique: Disable or Modify Firmware or Other Low-Level Software
        4. Name: Activate Firmware Update Mode

The attack pattern in question involves activating the firmware update mode on devices, which can prevent expected response functions from engaging in reaction to an emergency or","['[\'""description"": ""Adversaries may activate firmware update mode on devices to prevent expected response functions from engaging in reaction to an emergency or process malfunction. For example\', \'devices such as protection relays may have an operation mode designed for firmware installation. This mode may halt process monitoring and related functions to allow new firmware to be loaded. A device left in update mode may be placed in an inactive holding state if no firmware is provided to ""description"": ""System firmware on modern assets is often designed with an update feature. Older device firmware may be factory installed and require special reprograming equipment. When available\', \'the firmware update feature enables vendors to remotely patch bugs and perform upgrades. Device firmware updates are often delegated to the user and may be done using a software update package. It may also be possible to perform this task over the network. \\\\n\\\\nAn adversary may exploit the the network. \\\\n\\\\nAn adversary may exploit the firmware update feature on accessible devices to upload malicious or out-of-date firmware. Malicious modification of device firmware may provide an adversary with root access to a device\', \'given firmware is one of the lowest programming abstraction layers. (Citation: Basnight\', \'Zachry\', \'et al.)"",\']']",Activate Firmware Update Mode,1,0.981349029035897,0.9999999999,1,0,0.111111111111111,0.799252000005311,0.574813000001327,,,,,,,,,,,
What is the description of the 'Activate Firmware Update Mode' attack pattern?,"1. Activate Firmware Update Mode on devices: Adversaries may activate the firmware update mode on devices like protection relays, causing the devices to halt process monitoring and related functions to allow new firmware to be loaded. This can be done to bypass emergency response functions. When no firmware is provided, the device may be left in an inactive holding state.
        2. Install malicious or vulnerable firmware onto modular hardware devices: Adversaries may install","['[\'""description"": ""Adversaries may activate firmware update mode on devices to prevent expected response functions from engaging in reaction to an emergency or process malfunction. For example\', \'devices such as protection relays may have an operation mode designed for firmware installation. This mode may halt process monitoring and related functions to allow new firmware to be loaded. A device left in update mode may be placed in an inactive holding state if no firmware is provided to ""description"": ""System firmware on modern assets is often designed with an update feature. Older device firmware may be factory installed and require special reprograming equipment. When available\', \'the firmware update feature enables vendors to remotely patch bugs and perform upgrades. Device firmware updates are often delegated to the user and may be done using a software update package. It may also be possible to perform this task over the network. \\\\n\\\\nAn adversary may exploit the ""description"": ""Adversaries may install malicious or vulnerable firmware onto modular hardware devices. Control system devices often contain modular hardware devices. These devices may have their own set of firmware that is separate from the firmware of the main control system equipment.   \\\\n\\\\nThis technique is similar to [System Firmware](https://attack.mitre.org/techniques/T0857)\', \'but is conducted on other system components that may not have the same capabilities or level of\']']",Adversaries may activate firmware update mode on devices to prevent expected response functions from engaging in reaction to an emergency or process malfunction.,0.75,0.874671287412176,0.9999999999,1,0.666666664444444,0.111111111111111,0.905083841039322,0.60127096025983,,,,,,,,,,,
Which kill chain phase does the 'Activate Firmware Update Mode' attack pattern belong to?,"1. Persistence: By activating the firmware update mode, the adversary ensures that the device remains in a vulnerable state, persisting the attack for the duration of the update process.
        2. Inhibit Response Function: Activating firmware update mode on devices such as protection relays may halt process monitoring and related functions, inhibiting the response function of the system.","['[\'""description"": ""Adversaries may activate firmware update mode on devices to prevent expected response functions from engaging in reaction to an emergency or process malfunction. For example\', \'devices such as protection relays may have an operation mode designed for firmware installation. This mode may halt process monitoring and related functions to allow new firmware to be loaded. A device left in update mode may be placed in an inactive holding state if no firmware is provided to ""kill_chain_phases"": [\\n                {\\n                    ""kill_chain_name"": ""mitre-ics-attack"",\\n                    ""phase_name"": ""persistence""\\n                },\\n                {\\n                    ""kill_chain_name"": ""mitre-ics-attack"",\\n                    ""phase_name"": ""inhibit-response-function""\\n                }\\n            ],\\n            ""x_mitre_attack_spec_version"": ""2.1.0"",\\n            ""x_mitre_deprecated"": false,\\n            ""x_mitre_detection"": """"\', \'""name"": ""Detect Program State"",\\n            ""description"": ""Adversaries may seek to gather information about the current state of a program on a PLC. State information reveals information about the program\', ""including whether it\'s running"", \'halted\', \'stopped\', \'or has generated an exception. This information may be leveraged as a verification of malicious program execution or to determine if a PLC is ready to download a new program."",\\n            ""kill_chain_phases"": [\\n                {\']']",Inhibit-response-function,0.25,0.823621317469998,0.9999999999,1,0,1,0.768139881096295,0.192034970274073,,,,,,,,,,,
